Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ufbv,branch-x9dy,branch-62yz,branch-1uap,randomiser-axxj,allocator-flaz,randomiser-9tbp,allocator-cukp,randomiser-fgpw,checkpoint-3r84,checkpoint-l4ng,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: Language-1,Store: Language-2,Store: Language-3,Store: Language-4,Store: Watching-hours,Store: Listening-hours,Store: Games-hours,Store: Internet-hours,Store: Home-hours,Store: Family-hours,Store: Social-hours,Store: Work-school-hours,Store: Out-of-home-hours,Store: Other-hours,Store: Other-specification
200,1747760950728,20/05/2025 17:09:10,1747742950728,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 15,4whdcn,15,"At home (e.g., with your partner, child(ren), roommates)",response,value,4,,,Home,9,object-156,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
201,1747760950730,20/05/2025 17:09:10,1747742950730,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 15,4whdcn,15,"With family (parents, siblings, grandparents, caregivers, extended family - note: this may be the same as the context above for you)",response,value,0,,,Family,10,object-157,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
202,1747760950732,20/05/2025 17:09:10,1747742950732,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 15,4whdcn,15,"In social contexts with friends, neighbors, peers from hobbies or communities (e.g., religious community, neighborhood coalition, online community)",response,value,2,,,Social,11,object-158,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
203,1747760950735,20/05/2025 17:09:10,1747742950735,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 15,4whdcn,15,In work or school contexts with co-workers/colleagues/classmates (this context can include taking language classes),response,value,4,,,Work/school,12,object-159,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
204,1747760950738,20/05/2025 17:09:10,1747742950738,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 15,4whdcn,15,"Out of home in commercial or official contexts (e.g., restaurants, stores, doctor’s office, bank)",response,value,-11,,,Out of home,13,object-160,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
205,1747760950741,20/05/2025 17:09:10,1747742950741,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 15,4whdcn,15,In situations and settings not listed above,response,value,,,,Other,15,object-162,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
206,1747760950744,20/05/2025 17:09:10,1747742950744,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 15,4whdcn,15,Please specify:,response,value,,,,Other please specify,16,object-163,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
207,1747760950747,20/05/2025 17:09:10,1747742950747,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"a) Watching TV, film, videos on websites like YouTube or Twitch (with or without subtitles)<br></br>
**You listed: 1.5 hours**",response,Language 1:-value,English,,,Watching,3,object-170,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
208,1747760950749,20/05/2025 17:09:10,1747742950749,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"a) Watching TV, film, videos on websites like YouTube or Twitch (with or without subtitles)<br></br>
**You listed: 1.5 hours**",response,Hours:-2-value,1,,,Watching,3,object-170,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
209,1747760950751,20/05/2025 17:09:10,1747742950751,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"a) Watching TV, film, videos on websites like YouTube or Twitch (with or without subtitles)<br></br>
**You listed: 1.5 hours**",response,Language 2:-value,Japanese,,,Watching,3,object-170,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
210,1747760950754,20/05/2025 17:09:10,1747742950754,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"a) Watching TV, film, videos on websites like YouTube or Twitch (with or without subtitles)<br></br>
**You listed: 1.5 hours**",response,Hours:-4-value,0.5,,,Watching,3,object-170,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
211,1747760950756,20/05/2025 17:09:10,1747742950756,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"a) Watching TV, film, videos on websites like YouTube or Twitch (with or without subtitles)<br></br>
**You listed: 1.5 hours**",response,Language 3:-value,,,,Watching,3,object-170,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
212,1747760950759,20/05/2025 17:09:10,1747742950759,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"a) Watching TV, film, videos on websites like YouTube or Twitch (with or without subtitles)<br></br>
**You listed: 1.5 hours**",response,Hours:-6-value,,,,Watching,3,object-170,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
213,1747760950762,20/05/2025 17:09:10,1747742950762,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"a) Watching TV, film, videos on websites like YouTube or Twitch (with or without subtitles)<br></br>
**You listed: 1.5 hours**",response,Language 4:-value,,,,Watching,3,object-170,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
214,1747760950764,20/05/2025 17:09:10,1747742950764,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"a) Watching TV, film, videos on websites like YouTube or Twitch (with or without subtitles)<br></br>
**You listed: 1.5 hours**",response,Hours:-8-value,,,,Watching,3,object-170,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
215,1747760950767,20/05/2025 17:09:10,1747742950767,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"b) Listening to radio, music, podcasts, audiobooks <br></br>
**You listed: 1.5 hours**",response,Language 1:-value,English,,,Listening,4,object-171,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
216,1747760950771,20/05/2025 17:09:10,1747742950771,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"b) Listening to radio, music, podcasts, audiobooks <br></br>
**You listed: 1.5 hours**",response,Hours:-2-value,1,,,Listening,4,object-171,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
217,1747760950774,20/05/2025 17:09:10,1747742950774,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"b) Listening to radio, music, podcasts, audiobooks <br></br>
**You listed: 1.5 hours**",response,Language 2:-value,Japanese,,,Listening,4,object-171,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
218,1747760950778,20/05/2025 17:09:10,1747742950778,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"b) Listening to radio, music, podcasts, audiobooks <br></br>
**You listed: 1.5 hours**",response,Hours:-4-value,0.25,,,Listening,4,object-171,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
219,1747760950782,20/05/2025 17:09:10,1747742950782,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"b) Listening to radio, music, podcasts, audiobooks <br></br>
**You listed: 1.5 hours**",response,Language 3:-value,Spanish,,,Listening,4,object-171,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
220,1747760950785,20/05/2025 17:09:10,1747742950785,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"b) Listening to radio, music, podcasts, audiobooks <br></br>
**You listed: 1.5 hours**",response,Hours:-6-value,0.25,,,Listening,4,object-171,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
221,1747760950789,20/05/2025 17:09:10,1747742950789,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"b) Listening to radio, music, podcasts, audiobooks <br></br>
**You listed: 1.5 hours**",response,Language 4:-value,,,,Listening,4,object-171,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
222,1747760950792,20/05/2025 17:09:10,1747742950792,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"b) Listening to radio, music, podcasts, audiobooks <br></br>
**You listed: 1.5 hours**",response,Hours:-8-value,,,,Listening,4,object-171,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
223,1747760950796,20/05/2025 17:09:10,1747742950796,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"c) Playing video games, mobile games, online games <br></br>
**You listed: 0 hours**",response,Language 1:-value,,,,Games,5,object-172,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
224,1747760950799,20/05/2025 17:09:10,1747742950799,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"c) Playing video games, mobile games, online games <br></br>
**You listed: 0 hours**",response,Hours:-2-value,,,,Games,5,object-172,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
225,1747760950803,20/05/2025 17:09:10,1747742950803,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"c) Playing video games, mobile games, online games <br></br>
**You listed: 0 hours**",response,Language 2:-value,,,,Games,5,object-172,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
226,1747760950807,20/05/2025 17:09:10,1747742950807,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"c) Playing video games, mobile games, online games <br></br>
**You listed: 0 hours**",response,Hours:-4-value,,,,Games,5,object-172,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
227,1747760950810,20/05/2025 17:09:10,1747742950810,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"c) Playing video games, mobile games, online games <br></br>
**You listed: 0 hours**",response,Language 3:-value,,,,Games,5,object-172,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
228,1747760950814,20/05/2025 17:09:10,1747742950814,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"c) Playing video games, mobile games, online games <br></br>
**You listed: 0 hours**",response,Hours:-6-value,,,,Games,5,object-172,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
229,1747760950818,20/05/2025 17:09:10,1747742950818,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"c) Playing video games, mobile games, online games <br></br>
**You listed: 0 hours**",response,Language 4:-value,,,,Games,5,object-172,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
230,1747760950823,20/05/2025 17:09:10,1747742950823,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"c) Playing video games, mobile games, online games <br></br>
**You listed: 0 hours**",response,Hours:-8-value,,,,Games,5,object-172,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
231,1747760950827,20/05/2025 17:09:10,1747742950827,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"d) Using social media or browsing the internet, (with or without the use of automatic translation tools) – include here interacting with generative AI and using language learning apps <br></br>
**You listed: 1 hours**",response,Language 1:-value,English,,,Internet,6,object-173,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
232,1747760950830,20/05/2025 17:09:10,1747742950830,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"d) Using social media or browsing the internet, (with or without the use of automatic translation tools) – include here interacting with generative AI and using language learning apps <br></br>
**You listed: 1 hours**",response,Hours:-2-value,0.9,,,Internet,6,object-173,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
233,1747760950834,20/05/2025 17:09:10,1747742950834,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"d) Using social media or browsing the internet, (with or without the use of automatic translation tools) – include here interacting with generative AI and using language learning apps <br></br>
**You listed: 1 hours**",response,Language 2:-value,Japanese,,,Internet,6,object-173,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
234,1747760950838,20/05/2025 17:09:10,1747742950838,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"d) Using social media or browsing the internet, (with or without the use of automatic translation tools) – include here interacting with generative AI and using language learning apps <br></br>
**You listed: 1 hours**",response,Hours:-4-value,0.1,,,Internet,6,object-173,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
235,1747760950842,20/05/2025 17:09:10,1747742950842,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"d) Using social media or browsing the internet, (with or without the use of automatic translation tools) – include here interacting with generative AI and using language learning apps <br></br>
**You listed: 1 hours**",response,Language 3:-value,,,,Internet,6,object-173,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
236,1747760950846,20/05/2025 17:09:10,1747742950846,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"d) Using social media or browsing the internet, (with or without the use of automatic translation tools) – include here interacting with generative AI and using language learning apps <br></br>
**You listed: 1 hours**",response,Hours:-6-value,,,,Internet,6,object-173,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
237,1747760950850,20/05/2025 17:09:10,1747742950850,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"d) Using social media or browsing the internet, (with or without the use of automatic translation tools) – include here interacting with generative AI and using language learning apps <br></br>
**You listed: 1 hours**",response,Language 4:-value,,,,Internet,6,object-173,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
238,1747760950854,20/05/2025 17:09:10,1747742950854,-5,20/05/2025 07:09:10,220234,3,questionnaire-9kaq,,46341422,BLIND,13263285,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1280x800,1280x665,day 1 complete,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-different J-same,spreadsheet2,,spreadsheet3,,,day 1 complete,Page 16,wzot46,16,"d) Using social media or browsing the internet, (with or without the use of automatic translation tools) – include here interacting with generative AI and using language learning apps <br></br>
**You listed: 1 hours**",response,Hours:-8-value,,,,Internet,6,object-173,English,Japanese,Spanish,,1.5,1.5,0,1,4,0,2,4,-11,,
