Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ufbv,branch-x9dy,branch-62yz,branch-1uap,randomiser-axxj,allocator-flaz,randomiser-9tbp,allocator-cukp,randomiser-fgpw,checkpoint-3r84,checkpoint-l4ng,checkpoint-wo1n,checkpoint-x4vd,checkpoint-1bol,checkpoint-a1y4,checkpoint-pifd,checkpoint-f46v,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: Language-1,Store: Language-2,Store: Language-3,Store: Language-4,Store: Watching-hours,Store: Listening-hours,Store: Games-hours,Store: Internet-hours,Store: Home-hours,Store: Family-hours,Store: Social-hours,Store: Work-school-hours,Store: Out-of-home-hours,Store: Other-hours,Store: Other-specification
89,1748912150709,03/06/2025 00:55:50,1748886950709,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 7,ejx7hw,7,**Elementary school**,response,(Switched to)-value,,,,Elementary school,3,object-46,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
90,1748912150710,03/06/2025 00:55:50,1748886950710,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 7,ejx7hw,7,,response,Both languages,0,,Both languages,Both languages elementary school,4,object-47,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
91,1748912150711,03/06/2025 00:55:50,1748886950711,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 7,ejx7hw,7,**Middle school**,response,Language-value,English,,,Middle school,5,object-48,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
92,1748912150712,03/06/2025 00:55:50,1748886950712,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 7,ejx7hw,7,**Middle school**,response,(Switched to)-value,,,,Middle school,5,object-48,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
93,1748912150713,03/06/2025 00:55:50,1748886950713,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 7,ejx7hw,7,,response,Both languages,0,,Both languages,Both languages middle school,6,object-49,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
94,1748912150714,03/06/2025 00:55:50,1748886950714,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 7,ejx7hw,7,**High school**,response,Language-value,English,,,High school,7,object-50,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
95,1748912150715,03/06/2025 00:55:50,1748886950715,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 7,ejx7hw,7,**High school**,response,(Switched to)-value,,,,High school,7,object-50,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
96,1748912150716,03/06/2025 00:55:50,1748886950716,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 7,ejx7hw,7,,response,Both languages,,,Both languages,Both languages high school,8,object-51,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
97,1748912150717,03/06/2025 00:55:50,1748886950717,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 7,ejx7hw,7,**College (Bachelor)**,response,Language-value,English,,,College (Bachelor),9,object-52,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
98,1748912150718,03/06/2025 00:55:50,1748886950718,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 7,ejx7hw,7,**College (Bachelor)**,response,(Switched to)-value,,,,College (Bachelor),9,object-52,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
99,1748912150719,03/06/2025 00:55:50,1748886950719,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 7,ejx7hw,7,,response,Both languages,,,Both languages,Both languages college,10,object-53,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
100,1748912150721,03/06/2025 00:55:50,1748886950721,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 7,ejx7hw,7,**Graduate school (Master)**,response,Language-value,,,,Graduate school (Master),11,object-54,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
101,1748912150723,03/06/2025 00:55:50,1748886950723,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 7,ejx7hw,7,**Graduate school (Master)**,response,(Switched to)-value,,,,Graduate school (Master),11,object-54,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
102,1748912150724,03/06/2025 00:55:50,1748886950724,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 7,ejx7hw,7,,response,Both languages,,,Both languages,Both languages master,12,object-55,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
103,1748912150725,03/06/2025 00:55:50,1748886950725,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 7,ejx7hw,7,**Graduate school (Doctor)**,response,Language-value,,,,Graduate school (Doctor),13,object-56,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
104,1748912150726,03/06/2025 00:55:50,1748886950726,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 7,ejx7hw,7,**Graduate school (Doctor)**,response,(Switched to)-value,,,,Graduate school (Doctor),13,object-56,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
105,1748912150728,03/06/2025 00:55:50,1748886950728,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 7,ejx7hw,7,,response,Both languages,,,Both languages,Both languages doctor,14,object-57,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
106,1748912150729,03/06/2025 00:55:50,1748886950729,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 8,52lgdd,8,**English**,response,Listening-value,5,,,Language 1,2,object-62,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
107,1748912150730,03/06/2025 00:55:50,1748886950730,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 8,52lgdd,8,**English**,response,Listening-quantised,5,,,Language 1,2,object-62,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
108,1748912150731,03/06/2025 00:55:50,1748886950731,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 8,52lgdd,8,**English**,response,Speaking-value,6,,,Language 1,2,object-62,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
109,1748912150733,03/06/2025 00:55:50,1748886950733,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 8,52lgdd,8,**English**,response,Speaking-quantised,6,,,Language 1,2,object-62,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
110,1748912150734,03/06/2025 00:55:50,1748886950734,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 8,52lgdd,8,**English**,response,Reading-value,6,,,Language 1,2,object-62,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
111,1748912150735,03/06/2025 00:55:50,1748886950735,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 8,52lgdd,8,**English**,response,Reading-quantised,6,,,Language 1,2,object-62,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
112,1748912150737,03/06/2025 00:55:50,1748886950737,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 8,52lgdd,8,**English**,response,Writing-value,4,,,Language 1,2,object-62,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
113,1748912150738,03/06/2025 00:55:50,1748886950738,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 8,52lgdd,8,**English**,response,Writing-quantised,4,,,Language 1,2,object-62,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
114,1748912150739,03/06/2025 00:55:50,1748886950739,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 8,52lgdd,8,**Mandarin Chinese**,response,Listening-value,4,,,Language 2,3,object-63,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
115,1748912150741,03/06/2025 00:55:50,1748886950741,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 8,52lgdd,8,**Mandarin Chinese**,response,Listening-quantised,4,,,Language 2,3,object-63,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
116,1748912150743,03/06/2025 00:55:50,1748886950743,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 8,52lgdd,8,**Mandarin Chinese**,response,Speaking-value,3,,,Language 2,3,object-63,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
117,1748912150744,03/06/2025 00:55:50,1748886950744,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 8,52lgdd,8,**Mandarin Chinese**,response,Speaking-quantised,3,,,Language 2,3,object-63,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
118,1748912150745,03/06/2025 00:55:50,1748886950745,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 8,52lgdd,8,**Mandarin Chinese**,response,Reading-value,4,,,Language 2,3,object-63,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
119,1748912150746,03/06/2025 00:55:50,1748886950746,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 8,52lgdd,8,**Mandarin Chinese**,response,Reading-quantised,4,,,Language 2,3,object-63,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
120,1748912150748,03/06/2025 00:55:50,1748886950748,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 8,52lgdd,8,**Mandarin Chinese**,response,Writing-value,3,,,Language 2,3,object-63,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
121,1748912150749,03/06/2025 00:55:50,1748886950749,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 8,52lgdd,8,**Mandarin Chinese**,response,Writing-quantised,3,,,Language 2,3,object-63,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
122,1748912150750,03/06/2025 00:55:50,1748886950750,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 8,52lgdd,8,**Japanese**,response,Listening-value,4,,,Language 3,4,object-64,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
123,1748912150752,03/06/2025 00:55:50,1748886950752,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 8,52lgdd,8,**Japanese**,response,Listening-quantised,4,,,Language 3,4,object-64,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
124,1748912150754,03/06/2025 00:55:50,1748886950754,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 8,52lgdd,8,**Japanese**,response,Speaking-value,4,,,Language 3,4,object-64,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
125,1748912150755,03/06/2025 00:55:50,1748886950755,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 8,52lgdd,8,**Japanese**,response,Speaking-quantised,4,,,Language 3,4,object-64,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
126,1748912150756,03/06/2025 00:55:50,1748886950756,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 8,52lgdd,8,**Japanese**,response,Reading-value,4,,,Language 3,4,object-64,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
127,1748912150758,03/06/2025 00:55:50,1748886950758,-7,02/06/2025 10:55:50,220221,4,questionnaire-9kaq,repeat-m9cn#4,46772473,BLIND,13350716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1536x864,1536x729,final training complete SAMEDIF,,0,Linguistic Diversity Questionnaire (LD-Q),6,SucceededAutoplayCheck,SucceededHeadphoneCheck,,eligible,F-same J-different,spreadsheet2,,spreadsheet3,,training session 1 complete,,day 1 complete,,completed training session,final training complete SAMEDIF,,,Page 8,52lgdd,8,**Japanese**,response,Reading-quantised,4,,,Language 3,4,object-64,English,Mandarin Chinese,Japanese,,,,,,,,,,,,
